Category,Website Name,Main URL,Main Sitemap URL,Sub-sitemap URLs
Mediterranean & Middle Eastern,Little Spice Jar,https://littlespicejar.com,https://littlespicejar.com/sitemap.xml,https://littlespicejar.com/recipe-sitemap.xml; https://littlespicejar.com/post-sitemap.xml; https://littlespicejar.com/category-sitemap.xml
Mediterranean & Middle Eastern,Foolproof Living,https://foolproofliving.com,https://foolproofliving.com/sitemap.xml,https://foolproofliving.com/recipe-sitemap.xml; https://foolproofliving.com/post-sitemap.xml; https://foolproofliving.com/category-sitemap.xml
Specialty & Diet-Focused,Half Baked Harvest,https://www.halfbakedharvest.com,https://www.halfbakedharvest.com/sitemap.xml,https://www.halfbakedharvest.com/recipe-sitemap.xml; https://www.halfbakedharvest.com/post-sitemap.xml; https://www.halfbakedharvest.com/category-sitemap.xml
Specialty & Diet-Focused,How Sweet Eats,https://www.howsweeteats.com,https://www.howsweeteats.com/sitemap.xml,https://www.howsweeteats.com/recipe-sitemap.xml; https://www.howsweeteats.com/post-sitemap.xml; https://www.howsweeteats.com/category-sitemap.xml
Specialty & Diet-Focused,A Couple Cooks,https://www.acouplecooks.com,https://www.acouplecooks.com/sitemap.xml,https://www.acouplecooks.com/recipe-sitemap.xml; https://www.acouplecooks.com/post-sitemap.xml; https://www.acouplecooks.com/category-sitemap.xml
Specialty & Diet-Focused,Ambitious Kitchen,https://www.ambitiouskitchen.com,https://www.ambitiouskitchen.com/sitemap.xml,https://www.ambitiouskitchen.com/recipe-sitemap.xml; https://www.ambitiouskitchen.com/post-sitemap.xml; https://www.ambitiouskitchen.com/category-sitemap.xml
Specialty & Diet-Focused,Two Peas & Their Pod,https://www.twopeasandtheirpod.com,https://www.twopeasandtheirpod.com/sitemap.xml,https://www.twopeasandtheirpod.com/recipe-sitemap.xml; https://www.twopeasandtheirpod.com/post-sitemap.xml; https://www.twopeasandtheirpod.com/category-sitemap.xml
Specialty & Diet-Focused,Spend With Pennies,https://spendwithpennies.com,https://spendwithpennies.com/sitemap.xml,https://spendwithpennies.com/recipe-sitemap.xml; https://spendwithpennies.com/post-sitemap.xml; https://spendwithpennies.com/category-sitemap.xml
Specialty & Diet-Focused,Tastes Better From Scratch,https://tastesbetterfromscratch.com,https://tastesbetterfromscratch.com/sitemap.xml,https://tastesbetterfromscratch.com/recipe-sitemap.xml; https://tastesbetterfromscratch.com/post-sitemap.xml; https://tastesbetterfromscratch.com/category-sitemap.xml
Specialty & Diet-Focused,The Recipe Critic,https://therecipecritic.com,https://therecipecritic.com/sitemap.xml,https://therecipecritic.com/recipe-sitemap.xml; https://therecipecritic.com/post-sitemap.xml; https://therecipecritic.com/category-sitemap.xml
Specialty & Diet-Focused,Once Upon a Chef,https://www.onceuponachef.com,https://www.onceuponachef.com/sitemap.xml,https://www.onceuponachef.com/recipe-sitemap.xml; https://www.onceuponachef.com/post-sitemap.xml; https://www.onceuponachef.com/category-sitemap.xml
Specialty & Diet-Focused,The Soul Food Pot,https://thesoulfoodpot.com,https://thesoulfoodpot.com/sitemap.xml,https://thesoulfoodpot.com/recipe-sitemap.xml; https://thesoulfoodpot.com/post-sitemap.xml; https://thesoulfoodpot.com/category-sitemap.xml
International & Magazine Sites,Delish,https://www.delish.com,https://www.delish.com/sitemap_index.xml,https://www.delish.com/recipe-sitemap.xml; https://www.delish.com/food-sitemap.xml; https://www.delish.com/cooking-sitemap.xml
International & Magazine Sites,EatingWell,https://www.eatingwell.com,https://www.eatingwell.com/sitemap.xml,https://www.eatingwell.com/recipe-sitemap.xml; https://www.eatingwell.com/healthy-sitemap.xml; https://www.eatingwell.com/nutrition-sitemap.xml
International & Magazine Sites,Food & Wine,https://www.foodandwine.com,https://www.foodandwine.com/sitemap.xml,https://www.foodandwine.com/recipe-sitemap.xml; https://www.foodandwine.com/wine-sitemap.xml; https://www.foodandwine.com/cooking-sitemap.xml
International & Magazine Sites,Bon Appétit,https://www.bonappetit.com,https://www.bonappetit.com/sitemap.xml,https://www.bonappetit.com/recipe-sitemap.xml; https://www.bonappetit.com/restaurant-sitemap.xml; https://www.bonappetit.com/cooking-sitemap.xml
International & Magazine Sites,Martha Stewart,https://www.marthastewart.com,https://www.marthastewart.com/sitemap.xml,https://www.marthastewart.com/recipe-sitemap.xml; https://www.marthastewart.com/food-sitemap.xml; https://www.marthastewart.com/cooking-sitemap.xml
International & Magazine Sites,Cooking Light,https://www.cookinglight.com,https://www.cookinglight.com/sitemap.xml,https://www.cookinglight.com/recipe-sitemap.xml; https://www.cookinglight.com/healthy-sitemap.xml; https://www.cookinglight.com/nutrition-sitemap.xml
International & Magazine Sites,Southern Living,https://www.southernliving.com,https://www.southernliving.com/sitemap.xml,https://www.southernliving.com/recipe-sitemap.xml; https://www.southernliving.com/food-sitemap.xml; https://www.southernliving.com/cooking-sitemap.xml
International & Magazine Sites,Real Simple,https://www.realsimple.com,https://www.realsimple.com/sitemap.xml,https://www.realsimple.com/recipe-sitemap.xml; https://www.realsimple.com/food-sitemap.xml; https://www.realsimple.com/cooking-sitemap.xml
International & Magazine Sites,Saveur,https://www.saveur.com,https://www.saveur.com/sitemap.xml,https://www.saveur.com/recipe-sitemap.xml; https://www.saveur.com/travel-sitemap.xml; https://www.saveur.com/culture-sitemap.xml
International & Magazine Sites,Cookpad,https://cookpad.com,https://cookpad.com/us/recipes,https://cookpad.com/us/recipes; https://cookpad.com/us/search
Additional Popular Sites,Ethnic Spoon,https://ethnicspoon.com,https://ethnicspoon.com/sitemap.xml,https://ethnicspoon.com/recipe-sitemap.xml; https://ethnicspoon.com/post-sitemap.xml; https://ethnicspoon.com/category-sitemap.xml
Additional Popular Sites,The Foreign Fork,https://foreignfork.com,https://foreignfork.com/sitemap.xml,https://foreignfork.com/recipe-sitemap.xml; https://foreignfork.com/post-sitemap.xml; https://foreignfork.com/category-sitemap.xml
Additional Popular Sites,Caroline's Cooking,https://www.carolinescooking.com,https://www.carolinescooking.com/sitemap.xml,https://www.carolinescooking.com/recipe-sitemap.xml; https://www.carolinescooking.com/post-sitemap.xml; https://www.carolinescooking.com/category-sitemap.xml
Additional Popular Sites,International Cuisine,https://www.internationalcuisine.com,https://www.internationalcuisine.com/sitemap.xml,https://www.internationalcuisine.com/recipe-sitemap.xml; https://www.internationalcuisine.com/post-sitemap.xml; https://www.internationalcuisine.com/category-sitemap.xml
Additional Popular Sites,Global Table Adventure,https://globaltableadventure.com,https://globaltableadventure.com/sitemap.xml,https://globaltableadventure.com/recipe-sitemap.xml; https://globaltableadventure.com/post-sitemap.xml; https://globaltableadventure.com/category-sitemap.xml
Additional Popular Sites,My Global Cuisine,https://myglobalcuisine.com,https://myglobalcuisine.com/sitemap.xml,https://myglobalcuisine.com/recipe-sitemap.xml; https://myglobalcuisine.com/post-sitemap.xml; https://myglobalcuisine.com/category-sitemap.xml
Additional Popular Sites,Immigrant's Table,https://immigrantstable.com,https://immigrantstable.com/sitemap_index.xml,https://immigrantstable.com/recipe-sitemap.xml; https://immigrantstable.com/post-sitemap.xml; https://immigrantstable.com/category-sitemap.xml
Additional Popular Sites,TasteAtlas,https://www.tasteatlas.com,https://www.tasteatlas.com/sitemap.xml,https://www.tasteatlas.com/recipes-sitemap.xml; https://www.tasteatlas.com/food-sitemap.xml; https://www.tasteatlas.com/places-sitemap.xml
Additional Popular Sites,Tyler Cowen's Ethnic Dining Guide,https://tylercowensethnicdiningguide.com,https://tylercowensethnicdiningguide.com/sitemap.xml,https://tylercowensethnicdiningguide.com/restaurants-sitemap.xml; https://tylercowensethnicdiningguide.com/reviews-sitemap.xml; https://tylercowensethnicdiningguide.com/guides-sitemap.xml
Additional Popular Sites,I Just Want To Eat,https://www.ijustwanttoeat.com,https://www.ijustwanttoeat.com/sitemap.xml,https://www.ijustwanttoeat.com/recipe-sitemap.xml; https://www.ijustwanttoeat.com/post-sitemap.xml; https://www.ijustwanttoeat.com/restaurant-sitemap.xml
Additional Popular Sites,Baking Bites,https://bakingbites.com,https://bakingbites.com/sitemap.xml,https://bakingbites.com/recipe-sitemap.xml; https://bakingbites.com/post-sitemap.xml; https://bakingbites.com/category-sitemap.xml
Additional Popular Sites,Sweetest Menu,https://www.sweetestmenu.com,https://www.sweetestmenu.com/sitemap.xml,https://www.sweetestmenu.com/recipe-sitemap.xml; https://www.sweetestmenu.com/post-sitemap.xml; https://www.sweetestmenu.com/category-sitemap.xml
Additional Popular Sites,Tasting Table,https://www.tastingtable.com,https://www.tastingtable.com/sitemap_index.xml,https://www.tastingtable.com/recipe-sitemap.xml; https://www.tastingtable.com/food-sitemap.xml; https://www.tastingtable.com/drink-sitemap.xml
Additional Popular Sites,Grub Street,https://www.grubstreet.com,https://www.grubstreet.com/sitemap.xml,https://www.grubstreet.com/recipe-sitemap.xml; https://www.grubstreet.com/restaurant-sitemap.xml; https://www.grubstreet.com/food-news-sitemap.xml
Additional Popular Sites,Eater,https://www.eater.com,https://www.eater.com/sitemaps/google_news,https://www.eater.com/recipe-sitemap.xml; https://www.eater.com/restaurant-sitemap.xml; https://www.eater.com/maps-sitemap.xml
Additional Popular Sites,My Baking Addiction,https://www.mybakingaddiction.com,https://www.mybakingaddiction.com/sitemap.xml,https://www.mybakingaddiction.com/recipe-sitemap.xml; https://www.mybakingaddiction.com/post-sitemap.xml; https://www.mybakingaddiction.com/category-sitemap.xml
Additional Popular Sites,Food.com,https://www.food.com,https://www.food.com/sitemap.xml,https://www.food.com/recipe-sitemap.xml; https://www.food.com/post-sitemap.xml; https://www.food.com/category-sitemap.xml
Additional Popular Sites,AllRecipes UK,https://www.allrecipes.co.uk,https://www.allrecipes.co.uk/recipes/,https://www.allrecipes.co.uk/recipes/; https://www.allrecipes.co.uk/recipe/
Additional Popular Sites,Recipeland,https://www.recipeland.com,https://www.recipeland.com/recipes/,https://www.recipeland.com/recipes/; https://www.recipeland.com/recipe/
